"Code","Name","Status","Accepted Name","Family","Name Source","Level","Category","Habit"
"cryacr","Cryptogramma acrostichoides R. Br.","accepted","Cryptogramma acrostichoides R. Br.","Pteridaceae","PAFC","species","fern","spore-bearing"
"crycrisacr","Cryptogramma crispa ssp. acrostichoides (R. Br.) Hultén","synonym","Cryptogramma acrostichoides R. Br.","Pteridaceae","PAFC","species","fern","spore-bearing"
"crycrivacr","Cryptogramma crispa var. acrostichoides (L.) R. Br. ex Hook.","synonym","Cryptogramma acrostichoides R. Br.","Pteridaceae","PAFC","species","fern","spore-bearing"
"crysit","Cryptogramma sitchensis (Rupr.) T. Moore","accepted","Cryptogramma sitchensis (Rupr.) T. Moore","Pteridaceae","PAFC","species","fern","spore-bearing"
"allsit","Allosorus sitchensis Rupr.","synonym","Cryptogramma sitchensis (Rupr.) T. Moore","Pteridaceae","PAFC","species","fern","spore-bearing"
"cryacrvsit","Cryptogramma acrostichoides var. sitchensis R. Br.","synonym","Cryptogramma sitchensis (Rupr.) T. Moore","Pteridaceae","PAFC","species","fern","spore-bearing"
"crycrivsit","Cryptogramma crispa var. sitchensis (Rupr.) C. Chr.","synonym","Cryptogramma sitchensis (Rupr.) T. Moore","Pteridaceae","PAFC","species","fern","spore-bearing"
"cryste","Cryptogramma stelleri (S.G. Gmel.) Prantl","accepted","Cryptogramma stelleri (S.G. Gmel.) Prantl","Pteridaceae","PAFC","species","fern","spore-bearing"
"pteste","Pteris stelleri S.G. Gmel.","synonym","Cryptogramma stelleri (S.G. Gmel.) Prantl","Pteridaceae","PAFC","species","fern","spore-bearing"
"heterocl","Heterocladium Schimp.","accepted","Heterocladium Schimp.","Pterigynandraceae","Flora of North America","genus","moss","moss"
"hetdim","Heterocladium dimorphum (Brid.) Schimp.","accepted","Heterocladium dimorphum (Brid.) Schimp.","Pterigynandraceae","Flora of North America","species","moss","moss"
"hypdim","Hypnum dimorphum Brid.","synonym","Heterocladium dimorphum (Brid.) Schimp.","Pterigynandraceae","Flora of North America","species","moss","moss"
"hetmac","Heterocladium macounii Best","accepted","Heterocladium macounii Best","Pterigynandraceae","Flora of North America","species","moss","moss"
"hethet","Heterocladium heteropteroides Best","synonym","Heterocladium macounii Best","Pterigynandraceae","Flora of North America","species","moss","moss"
"hetpro","Heterocladium procurrens (Mitt.) A. Jaeger","accepted","Heterocladium procurrens (Mitt.) A. Jaeger","Pterigynandraceae","Flora of North America","species","moss","moss"
"ptepro","Pterogonium procurrens Mitt.","synonym","Heterocladium procurrens (Mitt.) A. Jaeger","Pterigynandraceae","Flora of North America","species","moss","moss"
"iwatsu","Iwatsukiella W.R. Buck & H.A. Crum","accepted","Iwatsukiella W.R. Buck & H.A. Crum","Pterigynandraceae","Flora of North America","genus","moss","moss"
"iwaleu","Iwatsukiella leucotricha (Mitt.) W.R. Buck & H.A. Crum","accepted","Iwatsukiella leucotricha (Mitt.) W.R. Buck & H.A. Crum","Pterigynandraceae","Flora of North America","species","moss","moss"
"hetleu","Heterocladium leucotrichum Mitt.","synonym","Iwatsukiella leucotricha (Mitt.) W.R. Buck & H.A. Crum","Pterigynandraceae","Flora of North America","species","moss","moss"
"pterig","Pterigynandrum Hedw.","accepted","Pterigynandrum Hedw.","Pterigynandraceae","Flora of North America","genus","moss","moss"
"ptefil","Pterigynandrum filiforme Hedw.","accepted","Pterigynandrum filiforme Hedw.","Pterigynandraceae","Flora of North America","species","moss","moss"
"ptefilsdec","Pterigynandrum filiforme ssp. decipiens (F. Weber & D. Mohr) Kindb.","synonym","Pterigynandrum filiforme Hedw.","Pterigynandraceae","Flora of North America","species","moss","moss"
"ptefilvdec","Pterigynandrum filiforme var. decipiens (F. Weber & D. Mohr) Limpr.","synonym","Pterigynandrum filiforme Hedw.","Pterigynandraceae","Flora of North America","species","moss","moss"
"ptefilvmaj","Pterigynandrum filiforme var. majus (De Not.) De Not.","synonym","Pterigynandrum filiforme Hedw.","Pterigynandraceae","Flora of North America","species","moss","moss"
"ptefilvmin","Pterigynandrum filiforme var. minus Lesq. & James","synonym","Pterigynandrum filiforme Hedw.","Pterigynandraceae","Flora of North America","species","moss","moss"
"ptefilvpap","Pterigynandrum filiforme var. papillosulum (Müll. Hal. & Kindb.) Thér.","synonym","Pterigynandrum filiforme Hedw.","Pterigynandraceae","Flora of North America","species","moss","moss"
"ptilid","Ptilidium Nees","accepted","Ptilidium Nees","Ptilidiaceae","Stotler & Crandall-Stotler 2017","genus","liverwort","liverwort"
"ptical","Ptilidium californicum (Austin) Pearson","accepted","Ptilidium californicum (Austin) Pearson","Ptilidiaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"lepcal","Lepidozia californica Austin","synonym","Ptilidium californicum (Austin) Pearson","Ptilidiaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"pticil","Ptilidium ciliare (L.) Hampe","accepted","Ptilidium ciliare (L.) Hampe","Ptilidiaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"juncil","Jungermannia ciliaris L.","synonym","Ptilidium ciliare (L.) Hampe","Ptilidiaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"ptipul","Ptilidium pulcherrimum (Weber) Vain.","accepted","Ptilidium pulcherrimum (Weber) Vain.","Ptilidiaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"junpul","Jungermannia pulcherrima Weber","synonym","Ptilidium pulcherrimum (Weber) Vain.","Ptilidiaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"indusi","Indusiella Broth. & Müll. Hal.","accepted","Indusiella Broth. & Müll. Hal.","Ptychomitriaceae","Flora of North America","genus","moss","moss"
"indthi","Indusiella thianschanica Broth. & Müll. Hal.","accepted","Indusiella thianschanica Broth. & Müll. Hal.","Ptychomitriaceae","Flora of North America","species","moss","moss"
"pycnor","Pycnora Hafellner","accepted","Pycnora Hafellner","Pycnoraceae","Spribille and Björk 2008","genus","lichen","lichen"
"pycleu","Pycnora leucococca (R. Sant.) R. Sant.","accepted","Pycnora leucococca (R. Sant.) R. Sant.","Pycnoraceae","Spribille et al. 2010","species","lichen","lichen"
"buckia","Buckia D. Ríos, M.T. Gallego & J. Guerra","accepted","Buckia D. Ríos, M.T. Gallego & J. Guerra","Pylaisiaceae","Câmara et al. 2018","genus","moss","moss"
"bucvau","Buckia vaucheri (Lesq.) D. Ríos, M.T. Gallego & J. Guerra","accepted","Buckia vaucheri (Lesq.) D. Ríos, M.T. Gallego & J. Guerra","Pylaisiaceae","Câmara et al. 2018","species","moss","moss"
"drevau","Drepanium vaucheri (Lesq.) G. Roth","synonym","Buckia vaucheri (Lesq.) D. Ríos, M.T. Gallego & J. Guerra","Pylaisiaceae","Câmara et al. 2018","species","moss","moss"
"eurvau","Eurhynchium vaucheri (Lesq.) Schimp.","synonym","Buckia vaucheri (Lesq.) D. Ríos, M.T. Gallego & J. Guerra","Pylaisiaceae","Câmara et al. 2018","species","moss","moss"
"hypcupvvau","Hypnum cupressiforme var. vaucheri (Lesq.) Boulay","synonym","Buckia vaucheri (Lesq.) D. Ríos, M.T. Gallego & J. Guerra","Pylaisiaceae","Câmara et al. 2018","species","moss","moss"
"hypvau","Hypnum vaucheri Lesq.","synonym","Buckia vaucheri (Lesq.) D. Ríos, M.T. Gallego & J. Guerra","Pylaisiaceae","Câmara et al. 2018","species","moss","moss"
"stecupsvau","Stereodon cupressiformis ssp. vaucheri (Lesq.) Lindb.","synonym","Buckia vaucheri (Lesq.) D. Ríos, M.T. Gallego & J. Guerra","Pylaisiaceae","Câmara et al. 2018","species","moss","moss"
"stecupvvau","Stereodon cupressiformis var. vaucheri (Lesq.) Lindb. & Arnell","synonym","Buckia vaucheri (Lesq.) D. Ríos, M.T. Gallego & J. Guerra","Pylaisiaceae","Câmara et al. 2018","species","moss","moss"
"stevau","Stereodon vaucheri (Lesq.) Lindb. ex Broth.","synonym","Buckia vaucheri (Lesq.) D. Ríos, M.T. Gallego & J. Guerra","Pylaisiaceae","Câmara et al. 2018","species","moss","moss"
"ptiliu","Ptilium De Not.","accepted","Ptilium De Not.","Pylaisiaceae","Flora of North America","genus","moss","moss"
"pticri","Ptilium crista-castrensis (Hedw.) De Not.","accepted","Ptilium crista-castrensis (Hedw.) De Not.","Pylaisiaceae","Flora of North America","species","moss","moss"
"hypcri2","Hypnum crista-castrensis Hedw.","synonym","Ptilium crista-castrensis (Hedw.) De Not.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylais","Pylaisia Schimp.","accepted","Pylaisia Schimp.","Pylaisiaceae","Flora of North America","genus","moss","moss"
"pylais2","Pylaisiella Kindb. ex Grout","synonym","Pylaisia Schimp.","Pylaisiaceae","Flora of North America","genus","moss","moss"
"pylpol","Pylaisia polyantha (Hedw.) Schimp.","accepted","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"isopol","Isothecium polyanthum (Hedw.) Spruce","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"lespol2","Leskea polyantha Hedw.","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"ptepol","Pterogonium polyanthos (Hedw.) Muhlenberg","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylcyr","Pylaisia cyrtophylla Kindb.","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylden","Pylaisia denticulata Schimp. ex Sull.","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylfil","Pylaisia filari-acuminata Müll. Hal. & Kindb.","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pyljam","Pylaisia jamesii Sull. & Lesq.","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylont","Pylaisia ontariensis Müll. Hal. & Kindb.","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylpolvjam","Pylaisia polyantha var. jamesii (Sull. & Lesq.) Rau & Herv.","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylpolvpse","Pylaisia polyantha var. pseudoplatygyria (Kindb.) Grout","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylpolvsub","Pylaisia polyantha var. subdenticulata (Schimp.) Rau & Herv.","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylpse","Pylaisia pseudoplatygyrium Jennings","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylsub1","Pylaisia subdenticulata Schimp.","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylsut","Pylaisia suttonii (Schimp.) Grout","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylpol2","Pylaisiella polyantha (Hedw.) Grout","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylsub2","Pylaisiella subdenticulata (Schimp.) Mitt.","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"stepol","Stereodon polyanthos (Hedw.) Mitt.","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"stesub5","Stereodon subdenticulatus (Schimp.) Mitt.","synonym","Pylaisia polyantha (Hedw.) Schimp.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylsel","Pylaisia selwynii Kindb.","accepted","Pylaisia selwynii Kindb.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylsch","Pylaisia schimperi Cardot","synonym","Pylaisia selwynii Kindb.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylsel2","Pylaisiella selwynii (Kindb.) H.A. Crum, Steere & L.E. Anderson","synonym","Pylaisia selwynii Kindb.","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylste","Pylaisia steerei (Ando & Higuchi) Ignatov","accepted","Pylaisia steerei (Ando & Higuchi) Ignatov","Pylaisiaceae","Flora of North America","species","moss","moss"
"pylste2","Pylaisiella steerei Ando & Higuchi","synonym","Pylaisia steerei (Ando & Higuchi) Ignatov","Pylaisiaceae","Flora of North America","species","moss","moss"
"brothe","Brotherella Loeske ex Fleisch.","accepted","Brotherella Loeske ex Fleisch.","Pylaisiadelphaceae","Flora of North America","genus","moss","moss"
"brocan","Brotherella canadensis W.B. Schofield","accepted","Brotherella canadensis W.B. Schofield","Pylaisiadelphaceae","Flora of North America","species","moss","moss"
"radula","Radula Dumort.","accepted","Radula Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","genus","liverwort","liverwort"
"radbol","Radula bolanderi Gottsche","accepted","Radula bolanderi Gottsche","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"radcom","Radula complanata (L.) Dumort.","accepted","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"cancom","Candollea complanata (L.) Raddi","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"cancomvcom","Candollea complanata var. complanata (L.) Raddi","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"jubcom","Jubula complanata (L.) Corda","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"juncin","Jungermannia cinerea Dicks.","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"juncom3","Jungermannia complanata L.","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"juncomvcom","Jungermannia complanata var. complanata L.","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"marcom2","Martinellius complanatus (L.) Gray","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"marcomvcom","Martinellius complanatus var. complanatus (L.) Gray","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"radalp","Radula alpestris Lindb. ex Berggr.","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"radcomscom","Radula complanata ssp. complanata (L.) Dumort.","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"radcomvcuc","Radula complanata var. cucullifolia Steph. ex Broth.","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"radcomvnot","Radula complanata var. notarisii (Steph.) Schiffn.","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"radhal","Radula hallii Austin","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"radhya","Radula hyalina Steph.","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"radkra","Radula krausei Steph.","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"radmau","Radula mauritiana Mitt. ex Steph.","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"radnot","Radula notarisii Steph.","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"stealp3","Stephanina alpestris (Lindb. ex Berggr.) Kuntze","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"stecom","Stephanina complanata (L.) Kuntze","synonym","Radula complanata (L.) Dumort.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"radobt","Radula obtusiloba Steph.","accepted","Radula obtusiloba Steph.","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"radobtspol","Radula obtusiloba ssp. polyclada (A. Evans) S. Hatt.","accepted","Radula obtusiloba ssp. polyclada (A. Evans) S. Hatt.","Radulaceae","Stotler & Crandall-Stotler 2017","subspecies","liverwort","liverwort"
"radpol2","Radula polyclada A. Evans","synonym","Radula obtusiloba ssp. polyclada (A. Evans) S. Hatt.","Radulaceae","Stotler & Crandall-Stotler 2017","subspecies","liverwort","liverwort"
"radpro","Radula prolifera S.W. Arnell","accepted","Radula prolifera S.W. Arnell","Radulaceae","Stotler & Crandall-Stotler 2017","species","liverwort","liverwort"
"adelol","Adelolecia Hertel & Hafellner","accepted","Adelolecia Hertel & Hafellner","Ramalinaceae","CNALH","genus","lichen","lichen"
"adekol","Adelolecia kolaensis (Nyl.) Hertel & Rambold","accepted","Adelolecia kolaensis (Nyl.) Hertel & Rambold","Ramalinaceae","CNALH","species","lichen","lichen"
"adepil","Adelolecia pilati (Hepp) Hertel & Hafellner","accepted","Adelolecia pilati (Hepp) Hertel & Hafellner","Ramalinaceae","CNALH","species","lichen","lichen"
